MACR-Nr,Air Force,Flgzg.Typ,Flgzg. Kennnr.,Flugzeugname,Bomber Group,Squadron,Crew,Datum,Absturzursache,Uhrzeit Absturz,Angriffsziel,Letzte Sichtung-Koord,Letzte Sichtung-Ort,Absturzort,Absturzort Anmerkungen im Detail,Absturz Land,Bundesland,Vermisstenfall,Aussage Absturz/Schicksal
6903,15th USAAF,B-24H,41-29398,,464,779,Jatho,16.07.1944,Jäger,11:00,Wr. Neudorf,"47°57'N, 16°45'E",Neusiedlersee,Andau,Andau-Halbturn,Österreich,Burgenland,,"Die Maschine wurde von Jägern attackiert. Feuer brach an der Tragfläche auf Höhe des 3. Triebwerks aus. 2 Crewmitglieder sprangen sofort ab, während das Flugzeug brennend (an Tragfläche) langsam aus der Formation absackte.
Die Maschine schlug auf. Zunäch"
6825,15th USAAF,B-17G,44-6187,-,97,341,Howard,16.07.1944,Flak,,Wien,"48°09'N, 16°29'E",Schwechat,Wien,Kaumberg,Österreich,Niederösterreich,,"Die Maschine erhielt über Wien einen Direkttreffer, ging sofort in Flammen auf und stürzte ab."
6904,15th USAAF,B-17G,42-102932,-,2,96,Harrington,16.07.1944,Flak,11:00,Wien,,Wien südlich,Wittau,Großenzersdorf,Österreich,Niederösterreich,,Die Maschine wurde von Flakgeschossen am 3. Triebwerk und unterhalb des Cockpits getroffen. Das Triebwerk ging in Flammen auf und die Maschine sackte aus der Formation ab. Der Bombenschütze wurde bereits beim Flaktreffer getötet. Der Rest der Crew konnte 
6906,15th USAAF,B-17G,42-38205,-,2,49,O'Brien,16.07.1944,Flak,11:00,Wien,,Wien,Maria Lanzendorf,Maria Lanzendorf,Österreich,Niederösterreich,,"Die Maschine erhielt Flaktreffer am 3. Triebwerk und am Cockpit. Teile der Verkleidung wurden abgerissen, ein Propeller abgetrennt und das Triebwerk begann zu brennen. Die Maschine ging sofort in einen spiralförmigen Sturzflug über."
6961,15th USAAF,B-17G,44-6270,-,97,414,Haase,16.07.1944,Flak,10:50,Wien,"48°10'N, 16°30'E",Schwechat,Mürzzuschlag,Payerbach,Österreich,Niederösterreich,,"Maschine erhielt einen Flaktreffer in das 1. Triebwerk, das sofort Feuer fing. Die Maschine verlor sofort an Höhe."
6963,15th USAAF,P-51,44-13474,-,52nd Fighter,4th Fighter,Hyde,16.07.1944,Flak,,Münchendorf (D),,nordwestl. Wien,Wien,Alland,Österreich,Niederösterreich,,"Maschine befand sich auf einer Bomberbegleitmission und nahm an den Luftkämpfen mit deutschen Jägern teil. Über Funk meldete der Pilot, dass er einen Flaktreffer abbekommen habe. Der Pilot konnte die Maschine mittels Fallschirm verlassen."
7565,8th USAAF,B-17G,42-38025,,92,327,Johnson,16.07.1944,Unbekannt,,Müncheb,,,Innsbruck,Scharnitz,Österreich,Tirol,,"Notlandung nördlich von Innsbruck. Die Besatzung sprang nicht ab, überlebte aber die Bauchlandung."
7564,8th USAAF,B-17G,42-102599,-,398,600,Lovelace,16.07.1944,Flak,09:55,München,"47°57'N, 11°42'E",Deutschland,Schwaz,Achenkirch,Österreich,Tirol,,"Die Maschine wurde kurz vor dem Bombenwurf von Flakgeschossen getroffen und scherte sofort aus der Formation aus. Die anderen Besatzungen sahen, dass einzelne Crewmitglieder sofort aus der Maschine absprangen, bevor diese eine halbe Rolle machte, eine Tra"
7071,15th USAAF,P-51,44-13450,-,31st Fighter,307th Fighter,Walz,18.07.1944,Jäger,,Friedrichshafen,"47°15'N, 10°50'E",östlich Imst,Imst,Obsteig,Österreich,Tirol,,"Walz befand sich auf einer Bomber-Begleit-Mission nach Friedrichshafen, als er von einem italienischen Jäger (Macchi 202) angegriffen wurde. Seine Maschine begann sofort eine Rauchfahne hinter sich herzuziehen."
6964,15th USAAF,P-38,42-104122,,14th Fighter,37th Fighter,Jekot,19.07.1944,Kollision,,München (D),,München,Mittersill,Mittersill,Österreich,Salzburg,,"Flugzeug stieß in der Luft mit einer anderen P-38 (Watson, MACR 6966) zusammen. Nur einer der Piloten konnte sich per Fallschirm retten."
6966,15th USAAF,P-38,43-104230,,14th Fighter,37th Fighter,Watson,19.07.1944,Kollision,,München (D),,München,Stuhlfelden,Stuhlfelden,Österreich,Salzburg,,"Flugzeug stieß in der Luft mit einer anderen P-38 (Jekot, MACR 6964) zusammen. Nur einer der Piloten konnte sich per Fallschirm retten."
6910,15th USAAF,B-17G,42-97165,-,301,32,McGill,19.07.1944,technischer Fehler,11:15,München,"45°58'N, 12°52'E",Italien,Lessach,Lessach,Österreich,Salzburg,,"Flugzeug hatte Probleme mit seinem 2. Triebwerk - ein Ölleck trat auf, was eine Rauchfahne und Geschwindigkeitsverlust verursacht. Die Maschie fiel hinter die Formation zurück. Um 10:32 Uhr machte der Bombenschütze einen Notabwurf der Bomben. Die gesamt B"
7321,15th USAAF,B-17G,42-97816,-,463,775,Wynn,19.07.1944,Flak,,München,"47°22'N, 12°30'E",südöstlich Kitzbühel,Kufstein,Kaisertal,Österreich,Tirol,,Maschine wurde von Flakgeschossen getroffen und ein Triebwerk geriet in Brand. Die Maschine scherte in Richtung Westen (vmtl. Richtung Schweiz) aus dem Verband aus und verlor an Höhe. Die gesamte Besatzung konnte sich mittels Fallschirm aus der Maschine r
7548,8th USAAF,B-17G,42-97601,-,457,751 & 749,Conefare,19.07.1944,Jäger,10:15,Augsburg,,Augsburg (D),Imst,Roppen,Österreich,Tirol,,"Maschine, von England kommend, wurde über Deutschland von Jägern angegriffen. Das dritte Triebwerk begann zu brennen und die Maschine musste ausweichen. Der verletzte Pilot hielt die Maschine lange Zeit stabil, sodass die Mannschaft die Maschine verlassen"
7261,8th USAAF,B-17,42-97449,-,384,547,Bodker,19.07.1944,Jäger,11:30,Höllriegelsreuth,,Höllriegelsreuth (D),Mils,Mils,Österreich,Tirol,,"Die Maschine wurde von Jägern, kurz nachdem die Bomben ausgeklinkt waren, getroffen. Sie fiel aus der Formation ab, verlor stetig an Höhe und ging ins Trudeln über. Der Pilot konnte die Maschine dennoch abfangen und sie erfolgreich auf den Boden setzen. A"
6747,15th USAAF,B-24G,42-78339,,464,778,MacDonald,19.07.1944,Unbekannt,,Allach (D),"47°10'N, 12°00'E",Gerlos,Zillertal,Zillertal,Österreich,Tirol,,Die Maschine sackte über München aus der Formation ab und flog in Richtung Schweiz. Sie stürzte in Tirol ab.
6913,15th USAAF,B-24H,41-28930,,460,761,Weldon,19.07.1944,Flak,,München,"48°00'N, 11°45'E",Deutschland,Kelchsau,Kelchsau,Österreich,Tirol,,Die Maschine wurde von Flak-Geschossen getroffen und sackte mit einem rauchenden 4. Triebwerk hinter die Formation zurück.
7149,15th USAAF,P-51,42-106724,Packard Merlin,52nd Fighter,5th Fighter,Morrison,21.07.1944,technischer Fehler,,Brux (Cz),"46°42'N, 14°02'E",Feldkirchen i. Kärnten,Feldkirchen in Kärnten,St. Urban-Bach,Österreich,Kärnten,,"Die Maschine von Morrison (auf Bomber-Begleit-Mission) zog plötzlich eine Rauchfahne hinter sich her und scherte aus der Formation aus. Morrison gab noch einen Funkspruch ab, dass er in Schwierigkeiten sei und sprang dann ab."
6684,15th USAAF,B-17G,42-107101,,2,49,Wagner,21.07.1944,Jäger,,Brux (Cz),"47°55'N, 13°55'E",Gmunden,Gmunden,Reindlmühl bei Altmünster am Stubengraben,Österreich,Oberösterreich,,"Die Maschine wurde von Jägern angegriffen, sackte aus der Formation ab und verschwand in den Wolken. Die Maschine hatte einen Treffer in der rechten Tragfläche erhalten und verlor Treibstoff. Nur ein Besatzungsmitglied konnte die Maschine verlassen."
6685,15th USAAF,B-17,42-31789,,2,20,MacKenzie,21.07.1944,Jäger,12:00,,"47°57'N, 13°36'E",Vöcklabruck,Ebensee,Neukirchen bei Altmünster,Österreich,Oberösterreich,,"28 Jäger attackierten den Verband. Die Maschine wurde getroffen und sackte aus der Formation ab. Die Jäger schossen in das Flugzeugende und schossen das Heckrad ab und beschädigten eine Tragfläche so schwer, dass der Flügel abbrach. Die Maschine ging sofo"
205018,RAF,B-24 IV,EW167B,,205 RAF,34 SAAF,Patton,22.07.1944,Nachtjäger,,Pardubice,,,Klagenfurt,Klagenfurt,Österreich,Kärnten,,Dürfte von einem Nachtjäger abgeschossen worden sein.
7126,15th USAAF,B-17G,42-07516,-,97,342,Webster,25.07.1944,Flak,12:15,Linz,"46°47'N, 14°40'E",St. Veit/Glan,Wolfsberg,Wolfsberg,Österreich,Kärnten,,Maschine wurde von Flakgeschossen getroffen. Die Besatzung konnte die Maschine verlassen bevor diese in der Luft explodierte.
0,15th USAAF,P-51,,,332nd Fighter,301st Fighter,Penn,25.07.1944,Jäger,,Linz,,,Puchberg,Schneedörfl bei Puchberg,Österreich,Niederösterreich,,"Die Maschine wurde von einem deutschen Jäger an der Tragfläche getroffen und stürzte ab. Der Pilot sprang ab.
Am Boden wurde er zuerst von einem Jungen und dann von einem älteren Mann gefunden, die ihn beide wegen seiner Hautfarbe misstrauisch betrachtet"
3,15th USAAF,P-51,,,332,,Carroll,25.07.1944,Jäger,11:15,,,,Semmering,Aue bei Gloggnitz,Österreich,Niederösterreich,,Die Maschine wurde im Luftkampf abgeschossen
7035,15th USAAF,B-24,42-95383,Lazy Lady,461,764,Mitchell,25.07.1944,Jäger,11:30 - 12:00,Linz,"48°17'N, 14°19'E",Linz,Enns,Hargelsberg,Österreich,Oberösterreich,Vermisste/r,"Deutsche Jäger schossen nahe Linz 3 Bomber (Mitchell, Freeman, Stitch) ab.  Das Flugzeug von Mitchell erhielt mehrere Treffer in einem Triebwerk, das in Flammen aufging. Die Maschine sackte aus der Formation ab und stürzte zu Boden. Es lösten sich mehrere"
10000,15th USAAF,B-24H,41-28850,-,461,766,Hesser,25.07.1944,Flak,11:11,Linz,,Linz,Schwertberg,Winden,Österreich,Oberösterreich,,"Die Maschine wurde über Linz von mehreren Flakgeschossen (12,8cm) getroffen. Die Maschine ging sofort in Flammen auf. Kurz nachdem sich die ersten Fallschirme gelöst hatten, sackt die Maschine ab, ging in einen spiralförmigen Sturzflug über, verlor beide "
11978,15th USAAF,B-24H,42-52459,-,461,764,Stitch,25.07.1944,Flak,11:30,Linz,"48°17'N, 14°19'E",Linz,Linz,Bad Zell,Österreich,Oberösterreich,,"Deutsche Jäger schossen nahe Linz 3 Bomber (Mitchell, Freeman, Stitch) ab.  Das Flugzeug von Stitch erhielt mehrere Treffer und ging in Flammen auf. Die Maschine sackte aus der Formation ab und stürzte zu Boden. Es lösten sich mehrere Fallschirme.
Die Fl"
7001,15th USAAF,B-17G,44-6276,-,463,772,Carroll,25.07.1944,Flak,12:00,Linz,"48°20'N, 14°20'E",nördl. Linz,Linz,Voest Linz,Österreich,Oberösterreich,,"Die Maschine erhielt einen Direkttreffer der Flak, der die gesamte Maschine in Flammen hüllte. Die Maschine ging sofort in den Sturzflug über und explodierte in der Luft."
7004,15th USAAF,B-24H,42-52451,-,461,767,Kane,25.07.1944,Flak,11:05,Linz,,Linz,Molln,großer Buchberg,Österreich,Oberösterreich,,"Die Formation wurde über Linz von 75 bis 80 deutschen Jägern angegriffen, die in Luftkämpfe mit den begleitenden P-38 verwickelt wurden. In der Zwischenzeit griffen deutsche Me410 und Me210 die Bomberpulks an, indem sie Raketen abschossen. Der Bomberverba"
7037,15th USAAF,B-24H,42-94732,-,461,767,Bowyer,25.07.1944,Jäger,,Linz,,südlich Linz,Linz,Erdleiten bei Bad Zell,Österreich,Oberösterreich,,"Die Maschine wurde von Jägern angegriffen und getroffen. Sie fiel sofort hinter die Formation zurück, verlor an Höhe und drehte sich auf den Rücken. Die Maschine stand dabei in Flammen (Bombenschacht und Seitenfenster) und explodierte kurze Zeit später in"
7038,15th USAAF,B-24H,41-28836,-,461,767,Fisher,25.07.1944,Jäger,12:00,Linz,,südlich Linz,Steyr,Harmannsdorf bei Hofkirchen,Österreich,Oberösterreich,Vermisste/r,"Die Maschine wurde von Jägern angegriffen und in Brand geschossen (vor allem die Flugzeugnase). Sie verlor stetig an Höhe und sackte hinter die Formation zurück, blieb aber so lange stabil, dass ein Großteil der Crew die Maschine verlassen konnte. Nur die"
7110,15th USAAF,B-24,42-52368,,461,765,Fulks,25.07.1944,Jäger,,Linz,,Linz,Linz,Stranzberg bei Pregarten,Österreich,Oberösterreich,,Die Maschine wurde von Jägern attackiert und ging in Flammen gehüllt zu Boden. Die Maschine brach in der Luft auseinander
11977,15th USAAF,B-24H,41-28693,War Eagle,461,764,Freeman,25.07.1944,Jäger,11:30,Linz,"48°17'N, 14°19'E",Linz,Steyr,St. Peter in der Au,Österreich,Oberösterreich,,"Deutsche Jäger schossen nahe Linz 3 Bomber (Mitchell, Freeman, Stitch) ab. Die Maschine wurde von einer deutschen FW190 von hinten getroffen. Im Bombenschacht brach Feuer aus und die Maschine ging sofort in den Sturzflug über."
7113,15th USAAF,B-24H,41-28867,-,461,765,Githens,25.07.1944,Jäger,12:00,Linz,,Linz,Linz,Holzmann,Österreich,Oberösterreich,,"Die Maschine wurde in Luftkämpfe mit deutschen Jägern verwickelt. Im Bereich des Bombenschachts brach ein Brand aus und die Maschine sackte aus der Formation ab. Der Pilot konnte die Maschine kurz stabil halten, bevor sie in den Sturzflug überging."
7125,15th USAAF,B-17G,44-6183,-,97,352,Murphy,25.07.1944,Flak,11:55,Linz,"48°17'N, 14°20'E",Linz,Linz,Pulgarn-Steyeregg,Österreich,Oberösterreich,Vermisste/r,"Die Maschine hatte die Führung im Bomberpulk, als sie kurz vor dem Bombenwurf von Flakgeschossen so schwer getroffen wurde, das sie auf der Stelle abstürzte. Die Maschine explodierte kurz darauf in der Luft, schleuderte 4 Besatzungsmitglieder aus dem Flug"
9844,15th USAAF,B-24H,41-29529,-,461,765,Warren,25.07.1944,Jäger,12:00,Linz,,Linz,Sankt Georgen an der Gusen,Luftenberg,Österreich,Oberösterreich,Vermisste/r,"Die Maschine wurde von Jägern schwer getroffen. Flammen schlugen aus dem Bombenschacht, aus dem trotzdem über dem Ziel die Bomben fielen. Die Maschine drehte ab - noch immer mit Flammen aus dem Inneren - und die ersten Crewmitglieder verließen das Flugzeu"
7117,15th USAAF,B-24H,42-95257,-,461,767,Olson,25.07.1944,Jäger,15:00,Linz,,Weißenbach-Linz,Zeltweg,Farrach,Österreich,Steiermark,,"Die Maschine wurde von Jägern schwer getroffen und an beiden Tragflächen in Brand geschossen. Das Flugzeug sackte sofort ab, blieb kurz stabil - sodass die gesamte Besatzung aussteigen konnte - und explodierte dann in der Luft."
7136,15th USAAF,B-17G,42-31652,-,301,353,Rinderknecht,26.07.1944,Flak und Jäger,08:30,Wiener Neudorf,"47°30'N, 15°40'E",Ratten,Stinatz,Stinatz,Österreich,Burgenland,Vermisste/r,"Die Maschine wurde etwa 15 Minuten nach dem Zielanflug von Flak-Geschossen getroffen sodass der Pilot entschied, in Richtung Schweiz zu fliegen. Bevor das möglich wurde, griffen jedoch deutsche Jäger an und schossen eine Tragfläche zwischen 3. und 4. Trie"
7028,15th USAAF,B-24G,42-78277,-,460,762,Hilbink,26.07.1944,Flak,11:31,Zwölfaxing,"48°05'N, 16°31'E",Schwechat,Wien,Brunn am Gebirge,Österreich,Niederösterreich,,"Die Maschine wurde von Flakgeschossen auf der rechten Seite getroffen. Das rechte innere Triebwerk fing sofort Feuer und die Maschine schoss augenblicklich zu Boden. Ein Teil der Besatzung konnte sich retten, bevor die Maschine in der Luft explodierte. Nu"
7120,15th USAAF,P-51,43-24893,-,395th Fighter,319th Fighter,Self,26.07.1944,Jäger,,Zwölfaxing,,Gußwerk,Mönichkirchen,Mönichkirchen,Österreich,Niederösterreich,,"Der Pilot nahm an Luftkämpfen gegen deutsche FW-190 bei einer Bomberbegleitmission teil. Er sagt noch über Funk durch, dass er aussteigen müsse. Sein Fallschirm öffnete sich."
7138,15th USAAF,B-17F,42-3157,-,301,32,McDonald,26.07.1944,Jäger,12:00,Wiener Neudorf,"47°38'N, 15°44'E",Mürzzuschlag,Wiener Neustadt,Gutenstein,Österreich,Niederösterreich,,"Maschine wurde von Jägern angegriffen, dabei geriet die rechte Tragfläche im Bereich des Tanks sowie der vordere Flugzeugbereich in Brand. Der Pilot scherte sofort aus der Formation aus und tauchte ab. Kurz darauf ging die Maschine in einen spiralförmigen"
7141,15th USAAF,B-17G,44-6189,-,301,32,Luebke,26.07.1944,Jäger,12:00,Wiener Neudorf,"47°50'N, 15°50'E",Wegscheid,Mürzzuschlag,Pretulgraben,Österreich,Niederösterreich,Vermisste/r,Die Maschine wurde von Jägern attackiert. Die linke Tragfläche begann zu brennen. Die Maschine blieb jedoch stabil und die Besatzung begann sich aus der Maschine zu retten. Kurz darauf erreichte das Feuer jedoch den Bombenschacht in dem sich die Bomben im
7143,15th USAAF,B-17G,42-102929,-,301,352,Howell,26.07.1944,Jäger,12:00,Wiener Neudorf,"48°03'N, 16°11'E",Baden,Wiener Neustadt,Gutenstein,Österreich,Niederösterreich,,"Ein anderer Bomber wurde von Jäger attackiert, schwer getroffen und stürzte auf diese Maschine zu. Die Kollission löste eine große Explosion aus, die das Flugzeug entzwei riss und nur 2 Crewmitglieder lebend in die Luft schleuderte."
7338,15th USAAF,B-24H,41-29573,-,460,760,Jones,26.07.1944,Flak,11:30,Zwölfaxing,"48°08'N, 16°28'E",Schwechat,Wien,Münchendorf,Österreich,Niederösterreich,,Die Maschine wurde über dem Ziel von Flakgeschossen getroffen - dabei fing das 2. Triebwerk Feuer. Die Maschine verlor sofort an Höhe. Kurze Zeit darauf explodierte das brennende Triebwerk und riss einen Großteil der Tragfläche ab. Nur der Bombardier hatt
7000,15th USAAF,B-17F,42-30385,-,301,352,Kerr,26.07.1944,Jäger,,Wiener Neudorf,48°03'N; 16°11'E,westlich Mödling,Strallegg,Strallegg,Österreich,Steiermark,,Deutsche Jäger griffen die Formation an und schossen eine Tragfläche des Flugzeugs in Brand (bei 4. Triebwerk). Das Feuer griff von der Tragfläche schnell auf das Cockpit über. Die Maschine ging sofort in den Sturzflug über und flog auf einen anderen Bomb
7123,15th USAAF,B-17G,42-102915,-,301,419,Martin,26.07.1944,Jäger,11:12,Wiener Neudorf,"47°50'N, 15°50'E",Puchberg/Schneeberg,Langenwang,Pretulgraben,Österreich,Steiermark,,Die Maschine wurde von deutschen Jägern attackiert. Die Triebwerke beider Tragflächen wurden in Brand geschossen und Teile brachen ab. In der Flugzeugnase waren Flammen zu sehen. Kurz darauf kippte die Maschine nach unten und ging in den Sturzflug über. K
7124,15th USAAF,B-17G,42-102913,-,361,32,Sullivan,26.07.1944,Jäger,,Wiener Neudorf,"47°35'N, 15°44'E",Mürzzuschlag,Ratten,St. Jakob im Walde,Österreich,Steiermark,,
7127,15th USAAF,B-17G,42-31523,The Barr Fly,301,419,Starling,26.07.1944,Jäger,11:16,Wiener Neudorf,"47°50'N, 15°50'E",Schneeberg,Ratten,St. Kathrein am Hauenstein,Österreich,Steiermark,,"Die Maschine wurde von zahlreichen deutschen Jägern besonders schwer attackiert. Das 4. Triebwerk geriet in Brand und die Maschine kurz außer Kontrolle. Der Pilot versuchte sich den Jägern zu entziehen, indem er in den Sturzflug überging und versuchte die"
7129,15th USAAF,B-17G,42-32107,-,301,32,McManaman,26.07.1944,Jäger,11:30,Wiener Neudorf,"47°35'N, 15°40'E",Mürzzuschlag,Ratten,St. Jakob im Walde,Österreich,Steiermark,,"Das 1. Triebwerk der linken Tragfläche wurde bei einem Jägerangriff in Brand geschossen. 3 FW-190 griffen die Maschine an, die sofort nach unten kippte und in den Wolken verschwand. Der hintere Teil der Maschine brach dabei ab. Ein Großteil der Besatzung "
7135,15th USAAF,B-17G,42-31625,-,301,419,Lilligren,26.07.1944,Jäger,11:30,Wiener Neudorf,"47°50'N, 15°50'E",Wegscheid,Ratten,Ratten,Österreich,Steiermark,,"Die Maschine wurde von deutschen Jägern angegriffen. Dabei wurde die rechte Tragfläche so schwer getroffen, dass das Ruder abbrach und die linke Tragfläche begann zu brennen. Die Maschine kippte sofort zur Seite und verschwand in den Wolken. Die Jäger fol"
7142,15th USAAF,B-17G,44-6168,-,301,32,Delonnay,26.07.1944,Jäger,11:10,Wiener Neudorf,"47°34'N, 15°43'E",Mürzzuschlag,Strallegg,Ratten,Österreich,Steiermark,,"Der gesamte Verband wurde von zahlreichen Jägern angegriffen. Die Maschine wurde schwer getroffen und sackte kurz ab. Die Jäger griffen erneut an und durchlöcherten die Maschine so stark, dass sie nicht mehr zu halten war."
7190,15th USAAF,P-38,43-28260,-,14th Fighter,37th Fighter,Smyth,26.07.1944,Jäger,,Wien,,"Graz, nördlich",Birkfeld,Birkfeld-Gschaid,Österreich,Steiermark,,Die Maschine wurde von hinten von einer Me-109 angegriffen und beide Triebwerke in Brand geschossen. Das Flugzeug stürzte sofort ab - der Pilot konnte sich retten.
7119,15th USAAF,P-51,44-13271,,325th Fighter,317th Fighter,Greve,26.07.1944,Jäger,,Zwölfaxing / Wien,,Szombathely,Gleisdorf,Gleisdorf,Österreich,Steiermark,,Die Maschine wurde von einer ME109 in einem Luftkampf abgeschossen und krachte in eine Bergflanke.
6997,15th USAAF,B-24H,42-52417,-,460,760,Meng,26.07.1944,Flak,,Zwölfaxing,"48°08'N, 16°28'E",Schwechat,Wien-Mauer,Siebenhirten,Österreich,Wien,,"Die Maschine wurde über Wien von der Flak so schwer getroffen, dass sie auf der Stelle in der Luft auseinanderbrach."
7535,15th USAAF,B-24G,42-78322,,465,782,Faiver,03.08.1944,Jäger,,Friedrichshafen,,Deutschland,Lermoos,Lermoos,Österreich,Tirol,,Die Maschine wurde von mehreren deutschen Jägern über Lermoos angegriffen und in der rechten Tragfläche sowie dem rechten Seitenruder getroffen. Die Maschine ging sofort in Flammen auf und stürzte zu Boden. Kein Crewmitglied überlebte den Absturz.
7529,15th USAAF,B-24G,42-78308,-,465,780,Clarke,03.08.1944,Jäger,,Friedrichshafen (D),,Deutschland,Lermoos,Nassereith bei Biberwier,Österreich,Tirol,,Maschine wurde bei einem Jägerangriff schwer getroffen und stürzte brennend ab. Vor allem im hinteren Teil der Maschine entstanden schwere Schäden - in diesem Bereich wurde auch die Crewmitglieder getötet. Der Rest der Besatzung konnte sich aus der Maschi
7537,15th USAAF,B-24J,44-41017,-,465,782,Poole,03.08.1944,Jäger,13:00,Friedrichshafen (D),,Deutschland,Lermoos,Lermoos,Österreich,Tirol,,"Am Rückflug nach Italien wurde die Formation von deutschen Jägern angegriffen. Für die anderen Besatzungen war es nicht möglich im dadurch entstehenden Gewirr von brennenden Maschinen, einzelne zu identifizieren. Die Maschine von Poole fehlte jedenfalls, "
7538,15th USAAF,B-24,42-52493,-,465,780,Crane,03.08.1944,Jäger,11:45,Friedrichshafen (D),,Deutschland,Ehrwald,Biberwier bei Lermoos,Österreich,Tirol,,"Am Rückflug nach Italien wurde die Formation von deutschen Jägern angegriffen. Für die anderen Besatzungen war es nicht möglich im dadurch entstehenden Gewirr von brennenden Maschinen, einzelne zu identifizieren. Die Maschine von Crane fehlte jedenfalls, "
7334,15th USAAF,B-24J,44-41011,-,465,782,Dodd,03.08.1944,Jäger,,Friedrichshafen,,Deutschland,Lermoos,Lermoos,Österreich,Tirol,,"Am Rückflug nach Italien wurde die Formation von deutschen Jägern angegriffen. Für die anderen Besatzungen war es nicht möglich im dadurch entstehenden Gewirr von brennenden Maschinen, einzelne zu identifizieren. Die Maschine von Dodd fehlte jedenfalls, n"
7532,15th USAAF,B-24H,41-29377,-,465,783,Elliott,03.08.1944,Jäger,12:00,Friedrichshafen,,Deutschland,Stams,Stams,Österreich,Tirol,,Die Maschine befand sich auf dem Rückflug als zur gleichen Zeit Flakbeschuss und Jägerangriffe einsetzten. Die Maschine wurde sofort getroffen und ging zu Boden.
7539,15th USAAF,B-24H,42-95284,-,465,782,Fiecoat,03.08.1944,Jäger,,Friedrichshafe,,Deutschland,Ehrwald,Hochmunde,Österreich,Tirol,,"Am Rückflug nach Italien wurde die Formation von deutschen Jägern angegriffen. Für die anderen Besatzungen war es nicht möglich im dadurch entstehenden Gewirr von brennenden Maschinen, einzelne zu identifizieren. Die Maschine von Dodd fehlte jedenfalls, n"
7530,15th USAAF,B-24H,42-51137,-,465,783,Pace,03.08.1944,Jäger,12:00,Friedrichshafen,,Deutschland,Obsteig,Wildermieming,Österreich,Tirol,,"Die Maschine wurde gemeinsam mit einer anderen (Lt Elliott, MACR 7532) sowohl von Flak als auch Jägern angegriffen und getroffen. Das 2.Triebwerk der Maschine ging sofort in Flammen auf. Die gesamte Crew konnte sich, teilweise verwundet, retten.
Nach der"
11976,15th USAAF,B-17G,42-31886,-,301,32,Bauer,07.08.1944,technischer Fehler,,Blechhammer (D),"48°10'N, 17°00'E",westl. Bratislava,Wiener Neudorf,Wiener Neudorf,Österreich,Niederösterreich,,"Maschine verlor über Bratislava 2 Triebwerke wegen technischem Gebrechen. Da die Höhe nicht mehr gehalten werden konnte, versuchte die Besatzung jeglichen Balast abzuwerfen."
7188,15th USAAF,P-38,42-68163,-,14th Fighter,48th Fighter,Sielert,07.08.1944,Jäger,,Blechhammer (D),,Bratislava (Cz),Deutsch-Jahrndorf,Deutsch-Jahrndorf,Österreich,Niederösterreich,,"Die Maschine befand sich auf einer Begleitmission für Bomber über Blechhammer. Am Rückweg wurde der Verband nahe Bratislava von 3 Me-109-Jägern angegriffen. Der Verband brach sofort - wie über Funk befohlen - nach rechts weg, nur Sielert reagierte zu spät"
205019,RAF,Wellington,MF350,,205 RAF,104,Potter,20.08.1944,Nachtjäger,,St. Valentin,,,Amstetten,Aschbach,Österreich,Niederösterreich,,Die Maschine wurde vermutlich von einem Nachtjäger getroffen. Sie begann sofort zu brennen und stürzte zu Boden und schlug neben einem Gehöft auf. Nur 2 Mann der Besatzung konnten sich retten. Die restlichen drei Flieger befanden sich beim Aufschlag noch 
205020,RAF,Wellington,LP505,,205 RAF,150,Davies,20.08.1944,Nachtjäger,,St. Valentin,,,Steyr,Steyr,Österreich,Oberösterreich,,Die Maschine wurde vmtl. von einem Nachtjäger abgeschossen.
205022,RAF,Wellington,LP245,,205 RAF,142,Kelly,20.08.1944,Nachtjäger,,St. Valentin,,,Ort unbekannt,nicht gesichert,Österreich,Oberösterreich,,Die Maschine wurde vermutlich von einem Nachtjäger abgeschossen.
205023,RAF,B-24,938,,205 RAF,178,Morrison,21.08.1944,Nachtjäger,,Warschau,,,Amstetten,Mitterkirchen bei Perg,Österreich,Niederösterreich,,"Die Maschine nahm an einer Versorgungsmission für Warschau (Aufstand) teil und wurde am Rückflug von einem Nachtjäger (Ofw Schmidt, NJG 6) attackiert und stürzte in Flammen zu Boden."
8106,15th USAAF,B-24J,42-50920,-,464,779,Feldt,22.08.1944,Flak,10:00,Korneuburg,,Ungarn,Wien,Bisamberg bei Wien,Österreich,Niederösterreich,,Die Maschine wurde über Korneuburg von Flakgeschossen im 2.Triebwerk getroffen. Genau im gleichen Moment fielen die Bomben und das Flugzeug glitt schräg nach unten. Nach einer gewissen Zeit bekam der Pilot die Maschine aus dem Gleitflug und stabilisierte 
7956,15th USAAF,B-24H,42-95379,Extra Joker,451,725,Whiting,23.08.1944,Flak und Jäger,,Markersdorf,,Türnitz,Türnitz,Naßwald,Österreich,Niederösterreich,,"Die Maschine wurde zunächst von Flakgeschossen an der Tragfläche getroffen, die in Flammen aufging, welche dann auf den Haupttank übergriffen. Nachdem die Maschine aus der Formation absackte wurde sie von deutschen FW-190 angegriffen. Sie ging in einen sp"
